stop_id,stop_name,stop_lat,stop_lon,platform_code,parent_station,location_type
stops:008861127:1,Flawinne,50.456236,4.806298,1,stops:008861127,0
stops:008861127:2,Flawinne,50.456236,4.806298,2,stops:008861127,0
stops:008861135,Floreffe,50.443328,4.762368,,,1
stops:008861135:0,Floreffe,50.443328,4.762368,,stops:008861135,0
stops:008861135:1,Floreffe,50.443328,4.762368,1,stops:008861135,0
stops:008861135:2,Floreffe,50.443328,4.762368,2,stops:008861135,0
stops:008861135:3,Floreffe,50.443328,4.762368,3,stops:008861135,0
stops:008861143,Franière,50.439543,4.733548,,,1
stops:008861143:0,Franière,50.439543,4.733548,,stops:008861143,0
stops:008861143:1,Franière,50.439543,4.733548,1,stops:008861143,0
stops:008861143:2,Franière,50.439543,4.733548,2,stops:008861143,0
stops:008861150,Moustier,50.452748,4.693807,,,1
stops:008861150:0,Moustier,50.452748,4.693807,,stops:008861150,0
stops:008861150:1,Moustier,50.452748,4.693807,1,stops:008861150,0
stops:008861150:2,Moustier,50.452748,4.693807,2,stops:008861150,0
stops:008861168,Ham-sur-Sambre,50.45255,4.669392,,,1
stops:008861168:0,Ham-sur-Sambre,50.45255,4.669392,,stops:008861168,0
stops:008861168:1,Ham-sur-Sambre,50.45255,4.669392,1,stops:008861168,0
stops:008861168:2,Ham-sur-Sambre,50.45255,4.669392,2,stops:008861168,0
stops:008861200,Gembloux,50.570489,4.691497,,,1
stops:008861200:0,Gembloux,50.570489,4.691497,,stops:008861200,0
stops:008861200:1,Gembloux,50.570489,4.691497,1,stops:008861200,0
stops:008861200:2,Gembloux,50.570489,4.691497,2,stops:008861200,0
stops:008861200:3,Gembloux,50.570489,4.691497,3,stops:008861200,0
stops:008861200:4,Gembloux,50.570489,4.691497,4,stops:008861200,0
stops:008861200:5,Gembloux,50.570489,4.691497,5,stops:008861200,0
stops:008861317,Chapelle-Dieu,50.557374,4.697627,,,1
stops:008861317:0,Chapelle-Dieu,50.557374,4.697627,,stops:008861317,0
stops:008861317:1,Chapelle-Dieu,50.557374,4.697627,1,stops:008861317,0
stops:008861333,Mazy,50.513497,4.675829,,,1
stops:008861333:0,Mazy,50.513497,4.675829,,stops:008861333,0
stops:008861333:1,Mazy,50.513497,4.675829,1,stops:008861333,0
stops:008861416,Lonzée,50.551935,4.7201,,,1
stops:008861416:0,Lonzée,50.551935,4.7201,,stops:008861416,0
stops:008861416:1,Lonzée,50.551935,4.7201,1,stops:008861416,0
stops:008861416:2,Lonzée,50.551935,4.7201,2,stops:008861416,0
stops:008861424,Beuzet,50.534208,4.748533,,,1
stops:008861424:0,Beuzet,50.534208,4.748533,,stops:008861424,0
stops:008861424:1,Beuzet,50.534208,4.748533,1,stops:008861424,0
stops:008861424:2,Beuzet,50.534208,4.748533,2,stops:008861424,0
stops:008861432,Saint-Denis-Bovesse,50.5213,4.767788,,,1
stops:008861432:0,Saint-Denis-Bovesse,50.5213,4.767788,,stops:008861432,0
stops:008861432:1,Saint-Denis-Bovesse,50.5213,4.767788,1,stops:008861432,0
stops:008861432:2,Saint-Denis-Bovesse,50.5213,4.767788,2,stops:008861432,0
stops:008861440,Rhisnes,50.499348,4.801866,,,1
stops:008861440:0,Rhisnes,50.499348,4.801866,,stops:008861440,0
stops:008861440:1,Rhisnes,50.499348,4.801866,1,stops:008861440,0
stops:008861440:2,Rhisnes,50.499348,4.801866,2,stops:008861440,0
stops:008861515,Ernage,50.590823,4.668538,,,1
stops:008861515:0,Ernage,50.590823,4.668538,,stops:008861515,0
stops:008861515:1,Ernage,50.590823,4.668538,1,stops:008861515,0
stops:008861515:2,Ernage,50.590823,4.668538,2,stops:008861515,0
stops:008861523,Chastre,50.608819,4.648888,,,1
stops:008861523:0,Chastre,50.608819,4.648888,,stops:008861523,0
stops:008861523:1,Chastre,50.608819,4.648888,1,stops:008861523,0
stops:008861523:2,Chastre,50.608819,4.648888,2,stops:008861523,0
stops:008861531,Blanmont,50.619453,4.636393,,,1
stops:008861531:0,Blanmont,50.619453,4.636393,,stops:008861531,0
stops:008861531:1,Blanmont,50.619453,4.636393,1,stops:008861531,0
stops:008861531:2,Blanmont,50.619453,4.636393,2,stops:008861531,0
stops:008861549,Mont-Saint-Guibert,50.637611,4.613884,,,1
stops:008861549:0,Mont-Saint-Guibert,50.637611,4.613884,,stops:008861549,0
stops:008861549:1,Mont-Saint-Guibert,50.637611,4.613884,1,stops:008861549,0
stops:008861549:2,Mont-Saint-Guibert,50.637611,4.613884,2,stops:008861549,0
stops:008862018,Stockem,49.690939,5.769115,,,1
stops:008862018:0,Stockem,49.690939,5.769115,,stops:008862018,0
stops:008862018:1,Stockem,49.690939,5.769115,1,stops:008862018,0
stops:008862018:2,Stockem,49.690939,5.769115,2,stops:008862018,0
stops:008863008,Namur,50.468794,4.86222,,,1
stops:008863008:0,Namur,50.468794,4.86222,,stops:008863008,0
stops:008863008:1,Namur,50.468794,4.86222,1,stops:008863008,0
stops:008863008:2,Namur,50.468794,4.86222,2,stops:008863008,0
stops:008863008:3,Namur,50.468794,4.86222,3,stops:008863008,0
stops:008863008:4,Namur,50.468794,4.86222,4,stops:008863008,0
stops:008863008:5,Namur,50.468794,4.86222,5,stops:008863008,0
stops:008863008:6,Namur,50.468794,4.86222,6,stops:008863008,0
stops:008863008:7,Namur,50.468794,4.86222,7,stops:008863008,0
stops:008863008:8,Namur,50.468794,4.86222,8,stops:008863008,0
stops:008863008:9,Namur,50.468794,4.86222,9,stops:008863008,0
stops:008863008:10,Namur,50.468794,4.86222,10,stops:008863008,0
stops:008863008:11,Namur,50.468794,4.86222,11,stops:008863008,0
stops:008863115,Jambes,50.454843,4.876144,,,1
stops:008863115:0,Jambes,50.454843,4.876144,,stops:008863115,0
stops:008863115:1,Jambes,50.454843,4.876144,1,stops:008863115,0
stops:008863115:2,Jambes,50.454843,4.876144,2,stops:008863115,0
stops:008863115:3,Jambes,50.454843,4.876144,3,stops:008863115,0
stops:008863156,Lustin,50.391559,4.877241,,,1
stops:008863156:0,Lustin,50.391559,4.877241,,stops:008863156,0
stops:008863156:1,Lustin,50.391559,4.877241,1,stops:008863156,0
stops:008863156:2,Lustin,50.391559,4.877241,2,stops:008863156,0
stops:008863354,Jambes-Est,50.454798,4.880261,,,1
stops:008863354:0,Jambes-Est,50.454798,4.880261,,stops:008863354,0
stops:008863354:1,Jambes-Est,50.454798,4.880261,1,stops:008863354,0
stops:008863354:2,Jambes-Est,50.454798,4.880261,2,stops:008863354,0
stops:008863354:3,Jambes-Est,50.454798,4.880261,3,stops:008863354,0
stops:008863362,Dave-Saint-Martin,50.429098,4.884414,,,1
stops:008863362:0,Dave-Saint-Martin,50.429098,4.884414,,stops:008863362,0
stops:008863362:1,Dave-Saint-Martin,50.429098,4.884414,1,stops:008863362,0
stops:008863362:2,Dave-Saint-Martin,50.429098,4.884414,2,stops:008863362,0
stops:008863404,Andenne,50.496759,5.094699,,,1
stops:008863404:0,Andenne,50.496759,5.094699,,stops:008863404,0
stops:008863404:1,Andenne,50.496759,5.094699,1,stops:008863404,0
stops:008863404:2,Andenne,50.496759,5.094699,2,stops:008863404,0
stops:008863438,Château-de-Seilles,50.497209,5.081745,,,1
stops:008863438:0,Château-de-Seilles,50.497209,5.081745,,stops:008863438,0
stops:008863438:1,Château-de-Seilles,50.497209,5.081745,1,stops:008863438,0
stops:008863438:2,Château-de-Seilles,50.497209,5.081745,2,stops:008863438,0
stops:008863446,Sclaigneaux,50.492247,5.026363,,,1
stops:008863446:0,Sclaigneaux,50.492247,5.026363,,stops:008863446,0
stops:008863446:1,Sclaigneaux,50.492247,5.026363,1,stops:008863446,0
stops:008863446:2,Sclaigneaux,50.492247,5.026363,2,stops:008863446,0
stops:008863453,Namêche,50.47043,4.997939,,,1
stops:008863453:0,Namêche,50.47043,4.997939,,stops:008863453,0
stops:008863453:1,Namêche,50.47043,4.997939,1,stops:008863453,0
stops:008863453:2,Namêche,50.47043,4.997939,2,stops:008863453,0
stops:008863461,Marche-les-Dames,50.480741,4.96458,,,1
stops:008863461:0,Marche-les-Dames,50.480741,4.96458,,stops:008863461,0
stops:008863461:1,Marche-les-Dames,50.480741,4.96458,1,stops:008863461,0
stops:008863461:2,Marche-les-Dames,50.480741,4.96458,2,stops:008863461,0
stops:008863503,Dinant,50.260721,4.908182,,,1
stops:008863503:0,Dinant,50.260721,4.908182,,stops:008863503,0
stops:008863503:1,Dinant,50.260721,4.908182,1,stops:008863503,0
stops:008863503:2,Dinant,50.260721,4.908182,2,stops:008863503,0
stops:008863503:3,Dinant,50.260721,4.908182,3,stops:008863503,0
stops:008863545,Yvoir,50.32084,4.878643,,,1
stops:008863545:0,Yvoir,50.32084,4.878643,,stops:008863545,0
stops:008863545:1,Yvoir,50.32084,4.878643,1,stops:008863545,0
stops:008863545:2,Yvoir,50.32084,4.878643,2,stops:008863545,0
stops:008863560,Godinne,50.348914,4.86996,,,1
stops:008863560:0,Godinne,50.348914,4.86996,,stops:008863560,0
stops:008863560:1,Godinne,50.348914,4.86996,1,stops:008863560,0
stops:008863560:2,Godinne,50.348914,4.86996,2,stops:008863560,0
stops:008863818,Anseremme,50.238023,4.90553,,,1
stops:008863818:0,Anseremme,50.238023,4.90553,,stops:008863818,0
stops:008863818:1,Anseremme,50.238023,4.90553,1,stops:008863818,0
stops:008863818:2,Anseremme,50.238023,4.90553,2,stops:008863818,0
stops:008863834,Gendron-Celles,50.211235,4.964607,,,1
stops:008863834:0,Gendron-Celles,50.211235,4.964607,,stops:008863834,0
stops:008863834:1,Gendron-Celles,50.211235,4.964607,1,stops:008863834,0
stops:008863834:2,Gendron-Celles,50.211235,4.964607,2,stops:008863834,0
stops:008863842,Houyet,50.189868,5.006074,,,1
stops:008863842:0,Houyet,50.189868,5.006074,,stops:008863842,0
stops:008863842:1,Houyet,50.189868,5.006074,1,stops:008863842,0
stops:008863842:2,Houyet,50.189868,5.006074,2,stops:008863842,0
stops:008863842:3,Houyet,50.189868,5.006074,3,stops:008863842,0
stops:008863867,Beauraing,50.11443,4.95684,,,1
stops:008863867:0,Beauraing,50.11443,4.95684,,stops:008863867,0
stops:008863867:1,Beauraing,50.11443,4.95684,1,stops:008863867,0
stops:008863867:2,Beauraing,50.11443,4.95684,2,stops:008863867,0
stops:008864006,Jemelle,50.160401,5.266698,,,1
stops:008864006:0,Jemelle,50.160401,5.266698,,stops:008864006,0
stops:008864006:1,Jemelle,50.160401,5.266698,1,stops:008864006,0
stops:008864006:2,Jemelle,50.160401,5.266698,2,stops:008864006,0
stops:008864006:3,Jemelle,50.160401,5.266698,3,stops:008864006,0
stops:008864006:4,Jemelle,50.160401,5.266698,4,stops:008864006,0
stops:008864006:5,Jemelle,50.160401,5.266698,5,stops:008864006,0
stops:008864006:6,Jemelle,50.160401,5.266698,6,stops:008864006,0
stops:008864311,Forrières,50.132759,5.276784,,,1
stops:008864311:0,Forrières,50.132759,5.276784,,stops:008864311,0
stops:008864311:1,Forrières,50.132759,5.276784,1,stops:008864311,0
stops:008864311:2,Forrières,50.132759,5.276784,2,stops:008864311,0
stops:008864337,Grupont,50.0906,5.280524,,,1
stops:008864337:0,Grupont,50.0906,5.280524,,stops:008864337,0
stops:008864337:1,Grupont,50.0906,5.280524,1,stops:008864337,0
stops:008864337:2,Grupont,50.0906,5.280524,2,stops:008864337,0
stops:008864345,Marloie,50.202821,5.313892,,,1
stops:008864345:0,Marloie,50.202821,5.313892,,stops:008864345,0
stops:008864345:1,Marloie,50.202821,5.313892,1,stops:008864345,0
stops:008864345:2,Marloie,50.202821,5.313892,2,stops:008864345,0
stops:008864345:3,Marloie,50.202821,5.313892,3,stops:008864345,0
stops:008864352,Aye,50.224135,5.301091,,,1
stops:008864352:0,Aye,50.224135,5.301091,,stops:008864352,0
stops:008864352:1,Aye,50.224135,5.301091,1,stops:008864352,0
stops:008864352:2,Aye,50.224135,5.301091,2,stops:008864352,0
stops:008864410,Marche-en-Famenne,50.222472,5.346289,,,1
stops:008864410:0,Marche-en-Famenne,50.222472,5.346289,,stops:008864410,0
stops:008864410:1,Marche-en-Famenne,50.222472,5.346289,1,stops:008864410,0
stops:008864436,Melreux-Hotton,50.28367,5.440136,,,1
stops:008864436:0,Melreux-Hotton,50.28367,5.440136,,stops:008864436,0
stops:008864436:1,Melreux-Hotton,50.28367,5.440136,1,stops:008864436,0
stops:008864451,Barvaux,50.349417,5.501542,,,1
stops:008864451:0,Barvaux,50.349417,5.501542,,stops:008864451,0
stops:008864451:1,Barvaux,50.349417,5.501542,1,stops:008864451,0
stops:008864469,Bomal,50.376798,5.519304,,,1
stops:008864469:0,Bomal,50.376798,5.519304,,stops:008864469,0
stops:008864469:1,Bomal,50.376798,5.519304,1,stops:008864469,0
stops:008864469:2,Bomal,50.376798,5.519304,2,stops:008864469,0
stops:008864501,Ciney,50.29105,5.091409,,,1
stops:008864501:0,Ciney,50.29105,5.091409,,stops:008864501,0
stops:008864501:1,Ciney,50.29105,5.091409,1,stops:008864501,0
stops:008864501:2,Ciney,50.29105,5.091409,2,stops:008864501,0
stops:008864501:3,Ciney,50.29105,5.091409,3,stops:008864501,0
stops:008864501:4,Ciney,50.29105,5.091409,4,stops:008864501,0
stops:008864816,Leignon,50.267768,5.107778,,,1
stops:008864816:0,Leignon,50.267768,5.107778,,stops:008864816,0
stops:008864816:1,Leignon,50.267768,5.107778,1,stops:008864816,0
stops:008864816:2,Leignon,50.267768,5.107778,2,stops:008864816,0
stops:008864824,Chapois,50.262366,5.124255,,,1
stops:008864824:0,Chapois,50.262366,5.124255,,stops:008864824,0
stops:008864824:1,Chapois,50.262366,5.124255,1,stops:008864824,0
stops:008864824:2,Chapois,50.262366,5.124255,2,stops:008864824,0
stops:008864832,Haversin,50.249044,5.194371,,,1
stops:008864832:0,Haversin,50.249044,5.194371,,stops:008864832,0
stops:008864832:1,Haversin,50.249044,5.194371,1,stops:008864832,0
stops:008864832:2,Haversin,50.249044,5.194371,2,stops:008864832,0
stops:008864915,Natoye,50.343296,5.06116,,,1
stops:008864915:0,Natoye,50.343296,5.06116,,stops:008864915,0
stops:008864923,Florée,50.357786,5.056099,,,1
stops:008864923:0,Florée,50.357786,5.056099,,stops:008864923,0
stops:008864931,Assesse,50.368133,5.022839,,,1
stops:008864931:0,Assesse,50.368133,5.022839,,stops:008864931,0
stops:008864931:1,Assesse,50.368133,5.022839,1,stops:008864931,0
stops:008864931:2,Assesse,50.368133,5.022839,2,stops:008864931,0
stops:008864931:3,Assesse,50.368133,5.022839,3,stops:008864931,0
stops:008864949,Courrière,50.387442,4.996051,,,1
stops:008864949:0,Courrière,50.387442,4.996051,,stops:008864949,0
stops:008864949:1,Courrière,50.387442,4.996051,1,stops:008864949,0
stops:008864956,Sart-Bernard,50.406373,4.949739,,,1
stops:008864956:0,Sart-Bernard,50.406373,4.949739,,stops:008864956,0
stops:008864956:1,Sart-Bernard,50.406373,4.949739,1,stops:008864956,0
stops:008864964,Naninne,50.419695,4.929756,,,1
stops:008864964:0,Naninne,50.419695,4.929756,,stops:008864964,0
stops:008864964:1,Naninne,50.419695,4.929756,1,stops:008864964,0
stops:008865003,Libramont,49.920434,5.37927,,,1
stops:008865003:0,Libramont,49.920434,5.37927,,stops:008865003,0
stops:008865003:1,Libramont,49.920434,5.37927,1,stops:008865003,0
stops:008865003:2,Libramont,49.920434,5.37927,2,stops:008865003,0
stops:008865003:3,Libramont,49.920434,5.37927,3,stops:008865003,0
stops:008865003:4,Libramont,49.920434,5.37927,4,stops:008865003,0
stops:008865003:5,Libramont,49.920434,5.37927,5,stops:008865003,0
stops:008865003:6,Libramont,49.920434,5.37927,6,stops:008865003,0
stops:008865110,Bastogne-Sud,49.999737,5.709858,,,1
stops:008865110:0,Bastogne-Sud,49.999737,5.709858,,stops:008865110,0
stops:008865128,Bastogne-Nord,50.006919,5.720744,,,1
stops:008865128:0,Bastogne-Nord,50.006919,5.720744,,stops:008865128,0
stops:008865227,Poix-Saint-Hubert,50.019504,5.292641,,,1
stops:008865227:0,Poix-Saint-Hubert,50.019504,5.292641,,stops:008865227,0
stops:008865227:1,Poix-Saint-Hubert,50.019504,5.292641,1,stops:008865227,0
stops:008865227:2,Poix-Saint-Hubert,50.019504,5.292641,2,stops:008865227,0
stops:008865300,Bertrix,49.852835,5.267193,,,1
stops:008865300:0,Bertrix,49.852835,5.267193,,stops:008865300,0
stops:008865300:1,Bertrix,49.852835,5.267193,1,stops:008865300,0
stops:008865300:2,Bertrix,49.852835,5.267193,2,stops:008865300,0
stops:008865300:3,Bertrix,49.852835,5.267193,3,stops:008865300,0
stops:008865540,Paliseul,49.895408,5.118349,,,1
stops:008865540:0,Paliseul,49.895408,5.118349,,stops:008865540,0
stops:008865540:1,Paliseul,49.895408,5.118349,1,stops:008865540,0
stops:008865540:2,Paliseul,49.895408,5.118349,2,stops:008865540,0
stops:008865565,Carlsbourg,49.905458,5.092784,,,1
stops:008865565:0,Carlsbourg,49.905458,5.092784,,stops:008865565,0
stops:008865565:1,Carlsbourg,49.905458,5.092784,1,stops:008865565,0
stops:008865565:2,Carlsbourg,49.905458,5.092784,2,stops:008865565,0
stops:008865615,Graide,49.934134,5.043047,,,1
stops:008865615:0,Graide,49.934134,5.043047,,stops:008865615,0
stops:008865615:1,Graide,49.934134,5.043047,1,stops:008865615,0
stops:008865615:2,Graide,49.934134,5.043047,2,stops:008865615,0
stops:008865649,Gedinne,49.984123,4.978073,,,1
stops:008865649:0,Gedinne,49.984123,4.978073,,stops:008865649,0
stops:008865649:1,Gedinne,49.984123,4.978073,1,stops:008865649,0
stops:008865649:2,Gedinne,49.984123,4.978073,2,stops:008865649,0
stops:008866001,Arlon,49.68053,5.809971,,,1
stops:008866001:0,Arlon,49.68053,5.809971,,stops:008866001,0
stops:008866001:1,Arlon,49.68053,5.809971,1,stops:008866001,0
stops:008866001:2,Arlon,49.68053,5.809971,2,stops:008866001,0
stops:008866001:3,Arlon,49.68053,5.809971,3,stops:008866001,0
stops:008866001:4,Arlon,49.68053,5.809971,4,stops:008866001,0
stops:008866001:5,Arlon,49.68053,5.809971,5,stops:008866001,0
stops:008866118,Viville,49.688243,5.786527,,,1
stops:008866118:0,Viville,49.688243,5.786527,,stops:008866118,0
stops:008866118:1,Viville,49.688243,5.786527,1,stops:008866118,0
stops:008866118:2,Viville,49.688243,5.786527,2,stops:008866118,0
stops:008866142,Habay,49.718249,5.632685,,,1
stops:008866142:0,Habay,49.718249,5.632685,,stops:008866142,0
stops:008866142:1,Habay,49.718249,5.632685,1,stops:008866142,0
stops:008866142:2,Habay,49.718249,5.632685,2,stops:008866142,0
stops:008866175,Marbehan,49.727337,5.539755,,,1
stops:008866175:0,Marbehan,49.727337,5.539755,,stops:008866175,0
stops:008866175:1,Marbehan,49.727337,5.539755,1,stops:008866175,0
stops:008866175:2,Marbehan,49.727337,5.539755,2,stops:008866175,0
stops:008866175:3,Marbehan,49.727337,5.539755,3,stops:008866175,0
stops:008866258,Neufchâteau,49.854318,5.452559,,,1
stops:008866258:0,Neufchâteau,49.854318,5.452559,,stops:008866258,0
stops:008866258:1,Neufchâteau,49.854318,5.452559,1,stops:008866258,0
stops:008866258:2,Neufchâteau,49.854318,5.452559,2,stops:008866258,0
stops:008866407,Virton,49.560821,5.519125,,,1
stops:008866407:0,Virton,49.560821,5.519125,,stops:008866407,0
stops:008866407:1,Virton,49.560821,5.519125,1,stops:008866407,0
stops:008866407:2,Virton,49.560821,5.519125,2,stops:008866407,0
stops:008866407:3,Virton,49.560821,5.519125,3,stops:008866407,0
stops:008866530,Halanzy,49.5562,5.741347,,,1
stops:008866530:0,Halanzy,49.5562,5.741347,,stops:008866530,0
stops:008866530:1,Halanzy,49.5562,5.741347,1,stops:008866530,0
stops:008866530:2,Halanzy,49.5562,5.741347,2,stops:008866530,0
stops:008866605,Athus,49.563346,5.828947,,,1
stops:008866605:0,Athus,49.563346,5.828947,,stops:008866605,0
stops:008866605:1,Athus,49.563346,5.828947,1,stops:008866605,0
stops:008866605:2,Athus,49.563346,5.828947,2,stops:008866605,0
stops:008866605:3,Athus,49.563346,5.828947,3,stops:008866605,0
stops:008866654,Aubange,49.564093,5.79806,,,1
stops:008866654:0,Aubange,49.564093,5.79806,,stops:008866654,0
stops:008866654:1,Aubange,49.564093,5.79806,1,stops:008866654,0
stops:008866654:2,Aubange,49.564093,5.79806,2,stops:008866654,0
stops:008866662,Messancy,49.592777,5.818915,,,1
stops:008866662:0,Messancy,49.592777,5.818915,,stops:008866662,0
stops:008866662:1,Messancy,49.592777,5.818915,1,stops:008866662,0
stops:008866845,Florenville,49.706967,5.331115,,,1
stops:008866845:0,Florenville,49.706967,5.331115,,stops:008866845,0
stops:008866845:1,Florenville,49.706967,5.331115,1,stops:008866845,0
stops:008866845:2,Florenville,49.706967,5.331115,2,stops:008866845,0
stops:008871100,Marchienne-au-Pont,50.412171,4.394223,,,1
stops:008871100:0,Marchienne-au-Pont,50.412171,4.394223,,stops:008871100,0
stops:008871100:1,Marchienne-au-Pont,50.412171,4.394223,1,stops:008871100,0
stops:008871100:2,Marchienne-au-Pont,50.412171,4.394223,2,stops:008871100,0
stops:008871100:3,Marchienne-au-Pont,50.412171,4.394223,3,stops:008871100,0
stops:008871100:4,Marchienne-au-Pont,50.412171,4.394223,4,stops:008871100,0
stops:008871175,Jamioulx,50.352896,4.411294,,,1
stops:008871175:0,Jamioulx,50.352896,4.411294,,stops:008871175,0
stops:008871175:1,Jamioulx,50.352896,4.411294,1,stops:008871175,0
stops:008871175:2,Jamioulx,50.352896,4.411294,2,stops:008871175,0
stops:008871183,Beignée,50.333893,4.406305,,,1
stops:008871183:0,Beignée,50.333893,4.406305,,stops:008871183,0
stops:008871183:1,Beignée,50.333893,4.406305,1,stops:008871183,0
stops:008871183:2,Beignée,50.333893,4.406305,2,stops:008871183,0
stops:008871217,Roux,50.443112,4.393199,,,1
stops:008871217:0,Roux,50.443112,4.393199,,stops:008871217,0
stops:008871217:1,Roux,50.443112,4.393199,1,stops:008871217,0
stops:008871217:2,Roux,50.443112,4.393199,2,stops:008871217,0
stops:008871217:3,Roux,50.443112,4.393199,3,stops:008871217,0
stops:008871217:4,Roux,50.443112,4.393199,4,stops:008871217,0
stops:008871225,Courcelles-Motte,50.462007,4.400534,,,1
stops:008871225:0,Courcelles-Motte,50.462007,4.400534,,stops:008871225,0
stops:008871225:1,Courcelles-Motte,50.462007,4.400534,1,stops:008871225,0
stops:008871225:2,Courcelles-Motte,50.462007,4.400534,2,stops:008871225,0
stops:008871225:3,Courcelles-Motte,50.462007,4.400534,3,stops:008871225,0
stops:008871225:4,Courcelles-Motte,50.462007,4.400534,4,stops:008871225,0
stops:008871308,Luttre,50.505856,4.38412,,,1
stops:008871308:0,Luttre,50.505856,4.38412,,stops:008871308,0
stops:008871308:1,Luttre,50.505856,4.38412,1,stops:008871308,0
stops:008871308:2,Luttre,50.505856,4.38412,2,stops:008871308,0
stops:008871308:3,Luttre,50.505856,4.38412,3,stops:008871308,0
stops:008871308:4,Luttre,50.505856,4.38412,4,stops:008871308,0
stops:008871308:5,Luttre,50.505856,4.38412,5,stops:008871308,0
stops:008871332,Obaix-Buzet,50.535206,4.36357,,,1
stops:008871332:0,Obaix-Buzet,50.535206,4.36357,,stops:008871332,0
stops:008871332:1,Obaix-Buzet,50.535206,4.36357,1,stops:008871332,0
stops:008871332:2,Obaix-Buzet,50.535206,4.36357,2,stops:008871332,0
stops:008871365,Pont-à-Celles,50.513812,4.355291,,,1
stops:008871365:0,Pont-à-Celles,50.513812,4.355291,,stops:008871365,0
stops:008871365:1,Pont-à-Celles,50.513812,4.355291,1,stops:008871365,0
stops:008871365:2,Pont-à-Celles,50.513812,4.355291,2,stops:008871365,0
stops:008871373,Gouy-lez-Pieton,50.497065,4.325123,,,1
stops:008871373:0,Gouy-lez-Pieton,50.497065,4.325123,,stops:008871373,0
stops:008871373:1,Gouy-lez-Pieton,50.497065,4.325123,1,stops:008871373,0
stops:008871373:2,Gouy-lez-Pieton,50.497065,4.325123,2,stops:008871373,0
stops:008871381,Godarville,50.492795,4.290308,,,1
stops:008871381:0,Godarville,50.492795,4.290308,,stops:008871381,0
stops:008871381:1,Godarville,50.492795,4.290308,1,stops:008871381,0
stops:008871381:2,Godarville,50.492795,4.290308,2,stops:008871381,0
stops:008871415,Piéton,50.434959,4.288438,,,1
stops:008871415:0,Piéton,50.434959,4.288438,,stops:008871415,0
stops:008871415:1,Piéton,50.434959,4.288438,1,stops:008871415,0
stops:008871415:2,Piéton,50.434959,4.288438,2,stops:008871415,0
stops:008871415:3,Piéton,50.434959,4.288438,3,stops:008871415,0
stops:008871514,Forchies,50.433314,4.325384,,,1
stops:008871514:0,Forchies,50.433314,4.325384,,stops:008871514,0
stops:008871514:1,Forchies,50.433314,4.325384,1,stops:008871514,0
stops:008871514:2,Forchies,50.433314,4.325384,2,stops:008871514,0
stops:008871605,Erquelinnes,50.304192,4.113562,,,1
stops:008871605:0,Erquelinnes,50.304192,4.113562,,stops:008871605,0
stops:008871605:1,Erquelinnes,50.304192,4.113562,1,stops:008871605,0
stops:008871647,Erquelinnes-Village,50.310179,4.132314,,,1
stops:008871647:0,Erquelinnes-Village,50.310179,4.132314,,stops:008871647,0
stops:008871647:1,Erquelinnes-Village,50.310179,4.132314,1,stops:008871647,0
stops:008871647:2,Erquelinnes-Village,50.310179,4.132314,2,stops:008871647,0
stops:008871662,Solre-sur-Sambre,50.312642,4.158427,,,1
stops:008871662:0,Solre-sur-Sambre,50.312642,4.158427,,stops:008871662,0
stops:008871662:1,Solre-sur-Sambre,50.312642,4.158427,1,stops:008871662,0
stops:008871662:2,Solre-sur-Sambre,50.312642,4.158427,2,stops:008871662,0
stops:008871670,Labuissière,50.316328,4.186833,,,1
stops:008871670:0,Labuissière,50.316328,4.186833,,stops:008871670,0
stops:008871670:1,Labuissière,50.316328,4.186833,1,stops:008871670,0
stops:008871670:2,Labuissière,50.316328,4.186833,2,stops:008871670,0
stops:008871688,Fontaine-Valmont,50.321164,4.212785,,,1
stops:008871688:0,Fontaine-Valmont,50.321164,4.212785,,stops:008871688,0
stops:008871688:1,Fontaine-Valmont,50.321164,4.212785,1,stops:008871688,0
stops:008871688:2,Fontaine-Valmont,50.321164,4.212785,2,stops:008871688,0
stops:008871712,Lobbes,50.346469,4.260958,,,1
stops:008871712:0,Lobbes,50.346469,4.260958,,stops:008871712,0
stops:008871712:1,Lobbes,50.346469,4.260958,1,stops:008871712,0
stops:008871712:2,Lobbes,50.346469,4.260958,2,stops:008871712,0
stops:008871811,Thuin,50.342738,4.288906,,,1
stops:008871811:0,Thuin,50.342738,4.288906,,stops:008871811,0
stops:008871811:1,Thuin,50.342738,4.288906,1,stops:008871811,0
stops:008871811:2,Thuin,50.342738,4.288906,2,stops:008871811,0
stops:008871829,Hourpes,50.363692,4.308736,,,1
stops:008871829:0,Hourpes,50.363692,4.308736,,stops:008871829,0
stops:008871829:1,Hourpes,50.363692,4.308736,1,stops:008871829,0
stops:008871829:2,Hourpes,50.363692,4.308736,2,stops:008871829,0
stops:008871837,Landelies,50.377311,4.350976,,,1
stops:008871837:0,Landelies,50.377311,4.350976,,stops:008871837,0
stops:008871837:1,Landelies,50.377311,4.350976,1,stops:008871837,0
stops:008871837:2,Landelies,50.377311,4.350976,2,stops:008871837,0
stops:008871852,Marchienne-Zone,50.397465,4.388767,,,1
stops:008871852:0,Marchienne-Zone,50.397465,4.388767,,stops:008871852,0
stops:008871852:1,Marchienne-Zone,50.397465,4.388767,1,stops:008871852,0
stops:008871852:2,Marchienne-Zone,50.397465,4.388767,2,stops:008871852,0
stops:008872009,Charleroi-Sud,50.40471,4.438567,,,1
